,0,1,2
8711,49771603,46043066,44228502
8716,38955876,56608996,53290364
8724,59307713,55486246,54374501
8738,49171324,52386967,48371930
8742,55463708,46193355,51632121
8743,46545327,58479775,46729114
8758,42405051,42612463,38802171
8759,47251961,43477047,47849219
8761,48392395,51463225,44476503
8767,49217721,45922984,52105611
8771,36836886,51861938,38799671
8789,52588710,39267463,38577766
8801,42376534,49906279,42572123
8802,38012381,39573571,38829590
8804,59409365,39945882,58845595
8806,56673306,42010118,43499179
8808,59923964,49013758,51212212
8815,45036054,41870847,51098738
8818,38606455,52215541,54042692
8827,52791604,58119075,54759920
8832,51997481,36202275,35221349
8838,37898502,46491361,51393253
8839,39352644,54979943,56971043
8847,37722721,42327331,51080934
8848,53999889,35312410,40895030
8854,57946272,43674250,50513926
8873,44270239,36786655,44179525
8881,41290302,38112446,58761696
8894,44020956,48950273,55237149
8895,59440679,38767278,50355670
8901,57523580,35740077,58445239
8904,41820423,48415057,36339795
8907,51415794,43266386,36082170
8912,50708838,40952707,50399015
8924,35143055,56938436,59009184
8925,35438924,41796588,41861164
8938,52538049,38227203,41578521
8947,34962889,51492967,45571636
8950,53794315,51113671,41807632
8952,35248007,50054387,51133589
8956,51484076,55710182,39702612
8962,51868180,35718103,49980992
8969,54797528,43615319,44648772
8973,48416061,54430367,49591847
8975,45380972,49140781,45494746
8986,38426617,43136278,55850013
8988,37823076,36663210,58581554
8991,45411813,40862623,45457263
8998,48448230,44827214,51585439
9020,43520710,37613210,41620466
9022,42291086,46216307,50242053
9029,38609003,51173869,52681629
9033,53858090,39395198,35788110
9038,43473424,38732650,46513822
9043,41426658,44254970,50458988
9047,42654759,58607661,40878923
9048,35232088,53055793,38978107
9061,46004648,35740077,38768913
9064,39350042,50664474,36071014
9073,40682765,49975045,48162574
9082,34811971,56478027,45307869
9083,50399374,54252119,42143226
9084,40290837,36980523,34636423
9100,50696807,60355555,45581582
9101,51605920,54061383,44347533
9109,59201827,50447158,52050537
9112,51737869,50831331,58718261
9113,49407817,44394334,43346292
9122,43023860,43271588,43352017
9123,35280479,42954454,56950041
9127,39798542,50355971,43473236
9128,35351706,59236118,53073624
9129,53903321,57528785,50203241
9138,52285160,39644646,38782357
9139,39581517,58445581,43884383
9141,51443264,46586633,43661660
9143,48793423,51314632,47846878
9145,49854237,37242908,37439094
9150,50876341,49123885,40087513
9166,37330574,51766013,39944280
9172,35991970,49613127,38601171
9180,48688818,54188321,51418996
9187,42729044,48719564,47863832
9212,58396632,55927353,36230005
9214,37367769,57332877,58986471
9218,53264367,42479279,55673571
9227,46436960,60380273,45898365
9228,53173685,58119557,41542847
9231,56167412,35739889,37849433
9232,49689382,39503661,56060381
9235,58190106,35998958,43252795
9238,57113876,44876243,50588194
9251,35489394,36935828,49693928
9254,60263030,48079120,37530641
9256,38913669,39055139,56871802
9259,37344801,35980134,45182894
9267,36777718,48775773,57412419
9269,35514769,42857626,37463832
9278,43290994,35547439,42214227
9280,49348365,51767063,55454156
9283,47600439,51385091,49920193
9297,34623229,37639243,35968781
9298,35876804,41672648,46754398
9302,50865132,52311396,47600439
9308,48746531,42405219,50250937
9314,39795893,43754342,45608521
9316,41724658,41267763,49207200
9320,52158901,37006365,38475614
9322,40584225,49844835,52878382
9323,38363086,40639228,54945967
9325,53608388,50262812,49062628
9329,47731592,36019478,56054647
9336,46122611,56515362,56039266
9338,56598480,44244587,42435692
9339,34650738,37971262,60104689
9341,57473771,51077707,51109539
9344,51159971,41595755,59123094
9345,46270509,39365605,42387195
9350,34960296,49302438,36396514
9357,49627034,38607274,57049709
9360,38212649,50121943,52130440
9363,45069823,36635018,37108911
9367,38285195,41906688,40666643
9368,58604647,40970789,52592832
9381,54262479,45776264,52266076
9387,35998781,49974890,55783324
9391,51453924,34969848,49502744
9392,35223977,59759612,40134139
9394,43453790,55386996,37072245
9399,36965069,34673396,56551215
9426,41720195,50318008,56240322
9431,53877838,41552932,48399371
9434,37236206,40787959,56044210
9458,55459628,49269722,45541592
9462,59332199,36086110,50266584
9464,39832721,59917340,49745827
9476,49952651,52179983,39423476
9479,42218009,36262912,49063635
9491,37482618,49974890,44068575
9499,44047918,57978465,46754478
9500,39305992,51957858,34851943
9511,42552549,36487591,34576637
9514,52705015,40225363,42324731
9519,41146142,59950988,52634484
9521,56650169,43480076,52691337
9523,57543478,34722257,57070718
9525,47870469,35278805,41397075
9526,45333889,55300370,58235170
9533,53740384,57948597,41649494
9544,39104167,41932585,35855781
9546,42642561,36087071,38104284
9547,35455831,45381467,37848815
9551,40653492,45507428,38097287
9553,45521579,49783070,58311022
9555,54341432,35733138,41927518
9559,54778630,54634090,50744390
9568,50761015,43069745,43035827
9571,36898404,48247784,37260473
9577,43867279,45069629,54029085
9578,41845318,40222563,42771344
9581,47971610,36249684,34952811
9584,54171138,38706456,59313460
9593,52109050,57516944,47729248
9597,38809580,48080212,54456382
9602,41300213,42623205,42345944
9604,39020702,46903889,39310821
9607,44542091,53195343,48964181
9608,40567540,38280584,53973101
9609,39872210,37071329,51592411
9623,55386659,35544871,46620046
9627,38953069,36108391,42772817
9630,56702259,43234866,34917203
9655,47939281,37069219,34566113
9659,48352979,50400007,55777723
9663,38282298,40714495,42703894
9665,34583878,39865571,43036183
9668,36189245,38768432,37160732
9669,51349003,37603830,40593660
9675,43647391,43036634,37821303
9676,48688680,46052003,56332907
9678,49654783,35702063,55904342
9679,53535617,35303370,41090979
9684,55990112,41689349,40295713
9693,36179338,53471306,53572557
9699,36343284,50151210,55566419
9703,48913774,44715625,48445316
9705,43385348,50901916,58473458
9716,41976216,41226552,41899810
9727,56091062,35841903,49170593
9732,45483582,35615396,48623685
9754,38088610,56476738,45187286
9760,44735773,41087206,50554152
9761,53571511,37376033,36150456
9762,39652767,50365227,53030557
9763,48636471,35169650,35822965
9766,44729512,46240497,44942115
9767,42630844,44744493,42773766
9773,45396044,47866327,36165929
9774,54227089,40265906,49296784
9775,39133073,45593493,39455741
9776,42158694,59741430,44708218
9780,50670190,43443963,46294945
9782,57670635,52485119,44346322
9788,35111283,35938240,45399422
9799,40842974,40687546,55414835
9800,37679995,34695130,39548380
9801,45882221,57793170,42032943
9804,43467437,57758861,48813257
9807,45155631,47754101,50753407
9808,37856122,39266016,53268620
9809,35287148,37905409,60024563
9814,40878819,50917614,59613489
9815,39048232,37749505,52792696
9819,50797306,46146860,56100396
9827,35705888,55279443,45686993
9828,40604927,58201896,38604436
9831,48964422,44325085,35792775
9839,57645170,56246210,35764186
9848,45539466,43866482,59714859
9850,45021884,55658450,42987939
9854,39729894,46589114,40570104
9855,44742564,51134026,57351730
9858,47948937,40378573,41675813
9872,35729108,50318233,44615423
9877,49917675,59729510,44875471
9879,39630997,53958731,45532058
9885,37774651,58172412,44202072
9887,42926645,51447003,44275928
9898,35961816,46314863,56494603
9918,43686728,56417928,47389499
9932,50289136,40002951,36497520
9938,42529608,55966515,35072334
9939,48038149,39538473,43542101
9940,47836390,39010267,50532260
9949,51873464,42046109,34941410
9951,41484516,57999111,38522974
9953,35530640,48416467,37277369
9955,43711357,46174085,46620046
9958,57094602,36249684,45784660
9963,42562160,50606815,37366259
9965,48579230,50959204,39437191
9969,43717491,56661619,37451975
9970,34958389,57062083,52664638
9985,53131414,39655396,38255053
9986,43378623,57063142,41653630
9990,53460984,38805548,51509157
9994,41342951,42608832,39087259
9995,51344028,40863417,44584698
9997,41665426,38709821,42208660
10003,42504289,44856747,41367906
10004,35854197,59153979,50193885
10019,46404051,37471352,41310525
10022,51048919,59898077,46562122
10025,42651155,37897695,48526037
10028,45311046,42300402,36770959
10031,38628679,35181112,35318121
10034,48044429,47715406,48775154
10035,49134114,44328530,41870436
10037,46482576,54687940,47826815
10038,40674928,36724441,37956378
10040,39676897,40928325,35843371
10041,44562109,45974021,57865068
10044,38699647,44068575,40606267
10050,48927604,47850964,44625581
10052,46063268,38882721,35064567
10061,36090136,44548192,35764782
10063,53770563,41870436,38225538
10064,41477770,49865887,43561214
10067,51914994,51109539,43663165
10085,47848754,40379334,38906064
10087,50390311,55282738,40861105
10090,52106464,43311091,58429362
10093,48747874,41431085,53640189
10094,39619280,43860129,54712440
10096,42091072,41335587,46414467
10098,38492290,59313460,53332557
10106,51463225,60362626,44756742
10108,35185010,42117869,42609436
10117,40505643,40753139,54408868
10121,38063283,58801191,35830987
10124,42072538,37901505,49520452
10140,51894217,52274873,39261460
10141,41417214,57539494,34802813
10144,51093945,59139501,48832441
10147,56831787,40049877,44551467
10155,38520480,56926056,57241265
10157,47329609,49283033,47138407
10158,55077207,56167412,36270212
10170,36993833,48386613,44939650
10173,36417344,38741257,37379374
10175,39975520,37759155,37146397
10180,40993824,48674140,46151157
10183,49931587,50166880,37344801
10184,43484357,55209057,35425215
10201,50704941,35566646,34629574
10205,35524026,40277585,50438512
10206,38653357,55526064,57771683
10217,45986524,40273711,57370843
10221,43787447,39354795,43327832
10227,51836525,34675914,55978576
10234,46637088,42290526,44300409
10238,59324181,35452074,38197255
10248,54159365,40760869,53474110
10253,42474718,42230619,36476402
10257,45927740,45432216,57027283
10265,48783547,47938018,46619397
10273,52127007,45822565,57935214
10277,49295415,43860129,50847635
10278,50876963,60333482,45051383
10279,48356122,49499032,52122887
10280,35223977,45601091,57048021
10282,40378573,47937440,35080160
10296,36473731,40164243,51589244
10304,44939650,42104629,46040733
10305,35741644,56673306,35683884
10307,55746006,49879438,46019044
10310,41239003,46087776,41819759
10311,40593632,51946075,35934753
10314,39525190,46144396,44364092
10316,36212722,42615556,43825643
10317,46821990,38476918,45916039
10323,40302941,52117434,50650077
10329,52265106,51627983,39975295
10343,38469631,43455668,37954022
10345,40299602,57533174,43219721
10348,55597222,48420974,51524750
10350,39570860,46223764,53359333
10351,35683884,39907915,57403451
10352,50459272,46170499,35782855
10369,45529407,36572551,54826106
10380,56959345,40441692,43541223
10382,36201636,44406123,46964490
10387,50059262,35127981,40933243
10388,50212442,46604114,47836390
10389,58589488,46054019,37166878
10407,40289456,57655160,37236056
10408,41181427,40960747,48282262
10415,43681091,48467698,52330489
10420,50417782,57711323,42112172
10423,39034394,45471730,54941374
10435,35972270,38266848,56154120
10439,38769589,42184820,52942961
10445,53341198,39758517,55273058
10450,42173657,56598117,52502463
10456,45092936,36840880,35702063
10458,49094597,42067190,57430071
10461,35395278,42253574,47938368
10463,35185449,50289136,35742775
10478,48051177,43800089,41269198
10487,49496438,59445784,59527370
10489,39617938,45599362,39859260
10502,48254896,49539563,58328380
10509,42719265,50161348,43286652
10510,41976749,39395198,46052111
10511,34941829,59626192,43855685
10525,57591431,53564268,38983815
10531,34658988,51756060,57641226
10532,43880813,40711979,56628804
10535,36268272,54572466,42967895
10545,51851420,44486755,43766989
10554,57004988,49782486,50223392
10557,49446102,51252340,52337787
10569,39909015,39343031,40831383
10571,48514941,60361671,48186616
10576,50724356,57204516,54554602
10581,49046207,42930972,35940841
10584,53360170,42907419,49053341
10586,55404233,34881079,45418773
10591,42239874,46970055,56771856
10598,45475930,51086407,51588559
10604,37450163,54639192,53187379
10610,46765957,44256948,59307713
10614,55659381,58566309,58794164
10618,38998713,59159063,50083113
10627,42201937,38369332,46104802
10636,35221349,43989511,38203890
10644,34591737,53121133,55693910
10647,52314944,53048037,41748662
10648,39518124,36729103,50546091
10649,42270739,34760785,58540800
10666,40151341,40374409,58278320
10668,47943423,36233838,52136497
10672,57392729,45942903,39642480
10675,46352394,56818409,41793931
10681,59135718,34566063,48183167
10684,48608944,45932979,37382953
10686,52455664,44276439,51499421
10688,38815721,55647287,45803327
10695,48012582,36829575,43960353
10699,39830580,41665585,35998067
10712,43842803,53901019,57975344
10714,56518541,41560614,39658993
10721,50330359,39765112,41132147
10728,58602077,44057936,52254881
10729,51405489,36662524,43891629
10749,54016857,53692130,35146413
10754,35008722,43597803,35005916
10755,35289918,46500648,46449721
10759,45990633,53407243,53988193
10762,41266058,34855049,44777869
10764,35713682,51482207,36904769
10772,46135499,41667597,36704056
10795,58012671,35265855,41828654
10796,41354211,43882348,59977887
10797,38146391,40693309,35319131
10800,34950767,35813027,48773340
10807,37749900,36418227,57168810
10809,38950764,48690533,36629942
10817,45049873,51277611,39491743
10818,44236352,34583637,46175892
10819,34959257,47927695,34831328
10824,45504241,57975706,40803857
10826,39440253,39457706,43322824
10832,54297627,52034744,53889502
10840,44045183,39470216,37907568
10847,58416115,48517802,35708506
10851,37579558,35197362,50756745
10855,50555953,44324307,50743402
10867,35740669,34810560,54302654
10868,53878390,41773168,45363569
10870,39543606,35453174,34855049
10873,51329297,38621380,35137280
10877,48913081,57650623,60250569
10878,35785375,48386138,39256341
10886,40992503,49411455,51099685
10890,58757075,55356559,41396922
10894,51578972,42527399,40561015
10898,51414702,39172189,45014257
10899,51174157,39721812,42018992
10901,38713052,43767141,38403098
10907,38098665,59571302,42957392
10908,43587964,44265547,44332207
10913,59865040,52901918,37949226
10932,57725684,42993671,50473381
10934,35669695,42065476,48976324
10947,57454790,41694329,45142855
10950,49625730,38194292,35152462
10957,35822486,47082262,36151973
10966,37607760,52905893,39886670
10967,52964886,37758512,47099618
10972,45440219,54260148,53559599
10993,57771201,45437827,40004310
10997,40909205,38865201,59799612
11000,50653356,37825330,46332712
11002,48670495,48833626,53952055
11006,44069367,56562887,57334140
11013,40597655,56666960,53048746
11014,49854237,58684749,45456296
11021,41708724,42817572,55995042
11024,43106317,38251205,38015607
11043,46923110,37155247,39839051
11044,53258665,45902457,59809426
11065,46591682,41965692,39935616
11068,45246638,45790281,37280285
11070,49090395,56368735,53207815
11072,38793676,58471195,45068399
11079,54712094,48491787,40694975
11082,46437496,49046357,42545885
11084,50121943,56320342,39519950
11087,42884035,43203775,44379904
11090,40083451,34968571,50703194
11094,40320698,58974315,41286457
11099,51740316,43669773,38606813
11109,39250449,48522335,43758569
11112,46893306,59230960,37072843
11114,58465213,38533670,57497227
11118,48820219,38877229,49425769
11122,45372665,42403755,34791076
11124,48016313,38616289,59866848
11127,37492897,40001507,55735406
11136,55745536,34573546,34985267
11137,44627838,45414631,44235893
11138,45480451,43323941,58754825
11142,43203775,36424708,38694111
11157,51958897,48832441,34865690
11165,38555435,39328387,46491061
11166,34798967,52514475,37497442
11170,49712835,37558329,48947034
11175,35316412,52932106,41822826
11193,37371994,41490727,35246822
11199,43219721,35767403,48705555
11207,48314787,42999715,35087948
11213,58102427,51030640,39774788
11215,45628595,43131274,59320343
11219,51566511,35952607,40431453
11234,49752255,50198885,36636352
11238,48247587,53150159,54275337
11240,50928012,49397608,41872645
11245,58394436,38301308,46271505
11257,47898942,34755728,47522135
11259,39871830,40087009,50620393
11266,35555601,58516929,58861738
11272,48701162,41156790,43933569
11280,54167349,55536461,37186987
11286,50459272,35609728,39405681
11288,44078037,39707008,45976248
11289,53048056,41067032,44100947
11294,41530516,40605806,38308871
11295,41271458,51804810,34901556
11306,36247016,50088576,37123113
11309,56696191,35534395,47143165
11314,49655419,53060776,44666390
11317,40066267,39503096,44549480
11325,49090430,59460266,48735874
11328,35480611,51413448,49364328
11339,39682915,50075612,35275607
11342,58851784,51326590,45187164
11345,48182815,43974942,43829869
11347,36023076,51437540,48749229
11355,51002793,55745797,39783318
11358,35310841,42667795,34927805
11359,35938279,45337348,49271354
11366,35210142,34969552,50020255
11374,39871883,39552682,57189943
11379,50105756,49913355,51141333
11384,43497145,39968344,57027472
11387,57343880,59727128,41904724
11398,60250569,52966061,49434096
11399,48927989,50433474,58757076
11403,45743341,46436879,46887212
11410,51817479,58065428,48704404
11417,45770380,53159099,44652992
11423,41944776,39061319,43427696
11427,37118912,47494561,50858781
11430,57904162,55305110,35009939
11436,41808011,48006770,43700573
11438,45257839,49064003,49619445
11442,45014038,48733053,38891002
11446,46439505,57392786,52301574
11447,59990864,49793128,57425713
11449,48603515,38047538,45471384
11450,59150967,55293155,46894576
11454,43455668,48930372,37080258
11455,39805537,36770700,52113721
11466,48652426,34659761,35772562
11470,51071933,34872479,39412424
11472,37017192,44081137,40532296
11475,39392854,49879438,48662284
11476,46447170,43620500,45046016
11484,50026644,42824032,41280287
11487,44985307,49470743,52180947
11498,48332173,56886605,37262425
11502,35936459,51744040,60319192
11508,57034212,54806144,53857191
11512,49529754,53513880,41899402
11513,41159892,37800342,47523538
11528,53903373,48043790,54062457
11542,58764722,55715082,37185894
11548,53984233,42981070,52129204
11552,38678254,53175547,37241957
11556,55873443,44391995,43686728
11557,48519975,40387342,52113738
11559,40135737,58069404,41050029
11560,51278855,48399371,46782495
11563,41335367,52903444,46727465
11566,54016857,50555077,38151199
11569,52126807,41093702,55751706
11590,37140503,56444023,41686463
11597,47855807,37224705,44270998
11604,57725481,57286474,35009374
11607,39067727,43481490,55551911
11614,43034632,43856920,56621519
11620,38226875,41763964,34970881
11624,60321301,45336954,35463338
11628,55403959,48384811,34771256
11630,57628890,51487650,37215213
11634,42667795,55058191,39269855
11635,36246093,45481943,59230367
11640,59454934,39625767,53882496
11641,56444023,44687367,42681787
11642,41976749,39975520,35151985
11645,49636352,56489569,57707305
11660,55332634,46521694,48569635
11664,37103564,46502234,35111244
11677,37893755,49465018,40170149
11679,44807618,48688818,54275337
11685,42143881,37339257,35010164
11686,46443030,44370473,39995573
11691,56036031,37999878,38435622
11694,49736556,54941374,42480156
11702,40648430,35964187,49224082
11712,59528014,58443002,39511088
11716,41350256,53687363,57199361
11717,40608412,44610573,47892026
11719,46312493,38292180,46176427
11722,59720523,40812577,35962861
11725,39369367,39288595,45841206
11727,53066664,45265712,43461112
11731,50667866,57614240,45764069
11732,56748334,51323715,58614864
11733,40682748,45363569,38275348
11734,39289765,47842693,34574650
11737,50784043,50901969,47854266
11740,58020714,41191077,44032415
11744,35298986,44590107,44141891
11749,51471360,35318849,48089093
11752,48005988,39919967,55995760
11757,46508763,57520927,43187180
11764,58571506,42410526,51053222
11765,48224252,58461708,52355045
11767,47609206,35563893,41719301
11768,44287584,59741430,42050732
11778,46874281,49779606,55242347
11785,52676706,41056761,51227001
11788,44324307,51356501,40094023
11797,46417747,49844835,39649585
11798,41622054,45605254,43542101
11806,57765243,45994979,48442433
11809,43003369,51856362,50149250
11814,40029235,56201664,59000564
11816,39598030,38209656,39917867
11825,45636873,36283827,44181945
11827,48525142,46692121,51166475
11831,48372228,48826102,45468033
11832,48282262,39890993,56617690
11833,39756569,37100082,35977475
11836,42548991,38808250,53952055
11841,58095570,53314042,42179636
11844,55681705,50157243,52529266
11847,45459677,40810219,44219061
11857,46312689,57847664,45858716
11860,49596074,51992759,37218349
11864,43670164,39304188,42006468
11866,44508059,37344890,41411211
11870,54721000,43402015,46042479
11875,51096501,57235636,46422845
11882,48356914,49051215,48091849
11888,44165723,44705991,41821460
11894,39869216,58801376,42362586
11896,51334002,39655178,51967539
11898,49721710,57639044,34951713
11907,54996154,41977879,44788946
11908,38428220,35701538,49070411
11909,45183236,50235214,52806627
11919,52136497,58845595,60037985
11931,36134294,37916100,40592919
11936,34768600,37856781,48705555
11938,51607795,46340915,44290211
11945,38018321,36019868,37034926
11949,56894985,38926574,59546067
11954,46396526,43190427,51109539
11959,53537952,35459652,40165092
11961,52248982,46360716,42680633
11963,48249094,51801648,46512606
11973,38277165,48476373,53232288
11980,51015597,53692641,41003081
11981,46601793,45030465,55494839
11982,39032938,56650711,59420303
12006,35369024,34989915,42427065
12007,35851651,51774742,42871663
12010,44025755,42857965,46533043
12015,51522923,40758452,41367955
12016,44615850,53184467,59900533
12017,35448737,37973074,49811631
12019,51865092,52925262,40720878
12021,40758452,50647260,49879478
12023,44481235,50275387,42549264
12025,44996190,51614520,48206661
12030,55847935,37263702,42616008
12033,55551821,54675587,36529435
12041,45272733,45898365,38178841
12044,35987276,56977143,42864835
12047,46664656,41838395,54076636
12050,59077895,35135225,52530173
12054,59240552,53457128,53776004
12059,39603318,43424311,58110528
12061,42206269,34923485,51111852
12067,58391379,52491476,40935824
12068,45129742,59349954,52181972
12073,48174935,34741347,42241514
12075,51292799,44646504,51905521
12077,45972556,48080112,34664131
12078,38812225,53306423,55050371
12089,42797396,43443963,41218305
12090,36259227,48725719,34974317
12093,57772137,48508684,43377772
12109,50763767,43551995,48292516
12115,37610711,46463908,56489569
12119,45291508,50016805,44364578
12125,54781833,36471464,40454157
12126,55488577,57074963,39626337
12130,53212902,51632121,49219017
12133,45528969,38280652,46095683
12138,44703646,60290309,44754643
12142,51962213,44895789,39866000
12145,56876395,51712064,53873153
12159,48041821,58671599,54577567
12160,59439970,37535053,42879835
12167,56391303,50274182,54813028
12181,49697005,38713679,46216399
12182,42790969,45886387,59107922
12188,46151157,34595670,42622912
12191,49267231,57281376,49245888
12196,48674140,39248985,51095883
12197,52020360,34822786,58504575
12202,49413682,57105317,56505086
12210,56091260,37275947,58360187
12215,45773862,44999471,49323361
12226,43252795,45916980,49783358
12228,44832572,45986417,50709208
12231,40780586,49711576,34582991
12237,48647294,38678217,48051714
12238,43453790,46732748,34966987
12239,35750614,40833871,55539578
12240,50198706,41128562,35378309
12245,46506151,49096501,44282014
12246,47473887,56062757,59002745
12250,40531622,43992604,50394419
12267,54976177,50778020,46517521
12277,39607334,41556711,50088576
12286,37623818,44459554,45507428
12296,54383963,40909825,35425832
12300,42602713,52374516,49518556
12304,46726739,40478027,55673571
12306,39546278,36138118,37613851
12309,59381063,57551102,50455695
12313,45806210,50532260,35729755
12316,56488956,37455322,58334283
12342,45633456,40135737,35195221
12343,55823744,47988844,44305170
12346,42337211,52782599,34881006
12365,51817281,41322867,52640301
12376,41839624,40464493,48499892
12378,52978889,58461708,34961598
12384,39567555,45865878,38707822
12389,43331706,39725984,40479628
12396,41677791,37371378,37492099
12398,59996193,35443817,39260521
12407,50473381,42651012,47581938
12409,51588865,46341665,44911613
12415,37154100,43833201,40799951
12419,35668512,41006996,46168888
12426,49644785,37380337,34844765
12428,45373877,57756722,49257538
12432,58519586,53370151,38280584
12437,37894188,45446724,50641657
12439,59749080,46092027,56156809
12444,44183196,49543846,42264007
12446,35986329,44158904,48557133
12448,45431817,51937396,49342225
12454,41376175,43723666,44484513
12457,57053880,45848055,57008746
12460,56890238,40775667,34558002
12463,39469002,40261206,40136014
12473,44404059,57917603,52832312
12476,41351836,56887510,40115973
12478,44562109,37615866,52953037
12480,38011677,58594332,43383835
12481,39792257,42538449,44307634
12486,48014246,54620595,44929528
12488,40940208,37766579,44245286
12493,52328825,59307713,44465765
12497,51594947,48848885,52568836
12503,41950360,51902661,53800438
12511,50788043,41211729,37382953
12513,38338378,38978719,40055014
12521,48611667,37810361,40400292
12536,56772484,45512749,40827356
12538,58175221,40001025,48612529
12547,37431776,34999774,60241484
12551,44636152,56929577,40273711
12554,36883574,59553720,44977292
12557,52736892,43225766,34583925
12561,42330106,41797439,52359609
12563,53900396,46002844,44652992
12569,45389166,48144856,57453549
12570,46515483,40342533,38742938
12571,43075321,49680327,37500825
12572,36781308,43313618,47056768
12573,60227720,39635861,44520723
12575,39035236,42081679,49092532
12578,48011213,55271430,39611953
12587,45141411,41339996,37860746
12593,43197416,34803311,42208955
12600,36864486,50694881,42261138
12601,53471306,43045076,47918929
12607,53468831,45729242,43081859
12618,53983499,40787959,54009110
12619,49383996,36086529,53356180
12622,39564928,53391290,45793510
12627,39381940,49528950,35381287
12632,45893237,42046109,39665608
12638,50095061,55106739,49140666
12647,45617622,50996962,56996272
12648,46483949,37398549,53953122
12650,46402879,60268564,60461322
12652,55273058,52124157,42764028
12657,55990112,39239380,49215000
12660,42039678,55435943,54913079
12668,39845526,59738893,59554242
12675,39585130,38829734,36645518
12680,52169313,44031530,50038891
12683,53768470,36788379,57427619
12699,43496905,35435774,44336488
12713,46520896,48931529,48528809
12722,40286152,56805007,48807488
12724,39318167,40977500,49574285
12730,40642945,34579213,42562688
12732,44219061,37972229,59268100
12735,34647589,40935381,42461328
12741,49406653,57823085,51298924
12743,57699839,36716354,49354805
12744,45971745,50744857,55664673
12758,41293014,39890993,41628335
12761,60055708,48970788,44362502
12766,57408346,48724632,56443354
12767,51662044,45362628,53408959
12769,38709821,43244896,48813257
12771,40498371,50486057,41995715
12773,54628799,55450069,55685052
12801,41308579,46110952,44166087
12807,38577766,38606813,38240943
12812,47750519,57311894,43109355
12813,44723377,51744040,43747932
12814,55355913,37497056,49504546
12823,39681720,57914903,55159487
12830,36214428,41522357,45946561
12843,38263086,39468450,59381881
12844,39338130,35391639,51484076
12848,35447873,36915878,52109775
12854,49808881,35516509,41327573
12856,37898502,51386777,39341892
12857,48005203,58890571,54640665
12861,47972683,38650326,55854451
12865,40261987,56316038,39255182
12872,35814515,51779174,36053534
12884,58530639,45558223,48646338
12885,53740384,51586336,41612622
12893,51382644,42991351,54613467
12898,49141819,42165639,49854638
12911,52129170,46249578,52725531
12917,42927398,40136965,37511233
12922,39917132,44687367,45398484
12924,43591233,41299041,46271505
12932,36087762,38779950,53083129
12935,46177157,34810835,40387342
12941,52494433,53201623,56272046
12942,52107533,36561302,59671202
12955,57585980,48310840,50963570
12962,53944456,49457120,39658993
12963,36308733,39598066,39507712
12964,50082458,52502812,50993968
12969,59400459,40262036,37867020
12980,43345352,40250463,49095366
12990,41840307,38782716,45905996
12998,50817850,39685271,58520295
13002,35593460,39320836,41266090
13003,45979446,40378573,50966512
13011,48954898,59147480,41215649
13024,39273283,38557133,34896236
13026,40863417,37220962,49021213
13030,40596265,50429251,51967813
13034,57159441,42379658,59327528
13038,44290211,49640637,51830227
13044,59247413,41997611,56457230
13050,49692579,40536073,46283859
13052,35740773,36949058,35278805
13053,54783375,47919290,40951728
13058,38041776,42067190,38357811
13059,46248024,35002737,42050066
13060,57014132,36254662,39831747
13072,50436108,52904622,50047783
13085,49131414,42424101,37260230
13101,36108478,39444414,39614310
13113,42251584,44652092,49789683
13118,40618136,38037324,39478440
13119,40896157,51778608,54681240
13121,57546569,56487926,35702742
13122,46401104,56463344,52585181
13128,45298026,54262479,45240803
13132,47898153,36217250,36655732
13135,49839617,46713761,57332877
13145,42143249,44685013,53300100
13151,50763439,39532387,47870469
13153,43983411,43589023,53221608
13154,53794625,41858537,37509475
13158,50364747,50827551,56284215
13160,48748586,49699765,56319228
13161,43197527,51316983,59578857
13174,45691069,40454157,42895368
13183,44471760,46248024,48264656
13195,37280856,56255597,58198239
13197,58606932,35427784,44171633
13203,50711207,47025875,51138460
13204,34996636,42170691,52436034
13220,41669176,46546065,45177482
13221,40416948,44315778,40078793
13222,49602410,38780463,42951581
13236,54387826,58163210,54435482
13237,39015097,48887480,42268243
13243,35500289,42623103,52731649
13246,56208710,48310136,37075486
13248,49403391,43488492,51459859
13249,35436212,48691105,38249970
13252,46479316,40236412,36395760
13257,41937699,45090614,40433946
13263,39614489,42019018,49090430
13269,50820309,43545385,52117434
13270,39783318,40567540,35615450
13275,42294280,48461086,46327156
13277,38881151,41351836,55958659
13284,45441516,56211343,45473128
13292,34657942,48912907,40261206
13299,45389810,35976848,40770389
13301,50690511,50196661,40615533
13303,44856747,42610637,52024020
13305,58818950,44803519,39568301
13311,41001913,51993348,36284370
13321,45828845,36103299,51625881
13331,48177851,41946007,54802401
13339,46925140,37344890,43357731
13340,45461560,42339487,38418984
13347,51710669,51135282,36538477
13348,37231683,40813127,36658280
13369,40289751,39683151,49636814
13383,44149294,39440190,52637027
13391,37474493,45798213,56342760
13408,54770830,39239276,47325019
13415,59109331,35839184,42783400
13421,49870150,46089510,49028097
13427,56741015,55207459,50789500
13436,42114686,48504597,44075592
13439,50712549,35948556,58747860
13440,39923884,40658732,43534864
13442,36308733,46585728,43757183
13444,50534219,41143150,53307435
13448,49154759,49981091,60424777
13454,55327159,35223114,38758123
13458,50344744,49879546,47342140
13462,35718949,39006438,35127257
13463,37538127,57950920,44589030
13464,39548380,44618440,46169254
